Date of occurrence,Sea area of occurrence,State Reporting,Competent authority,Casualty Report Nr.,Occurrence severity,Latitude,Longitude,Third party/other damage,Time (LT) of occurrence,Lives lost Occurrence-Total,People Injured Occurrence-Total,Port of accident,Investigation Status,Directive 2009/18,National location,Missing people Occurrence - Total,Loss / damage to ship or equipment,Did the ship sink?,Pollution (bunkers),Pollution (cargo),Place on board,Ship operation,Poll. quantity/bunker,Poll. quantity/cargo,Ship’s routeing,Voyage segment,Cargo damage,IMO number,Name of ship,Ship / craft type,Port of departure,Port of destination,Occurrence with ship(s),Deviation (CE),Occurrence with person(s),Release of pollutants in the air
2013-11-13,Internal waters - Channel; river,Norway,Norway - NSIA,18/2014,Serious,59°49.2' N,5°45.36' E,No,18:30,0,0,,Not Investigated,Yes,Norway - Hordaland,,Material damage,No,No,No,,Normal service - In passage - Transitional mode,0,0,No routeing system,Transit,No,,,Service ship - Other,NORWAY - Other,NORWAY - Other,Grounding/stranding - Power,,,No
2013-12-09,Territorial sea,France,France - BEAmer,2335/2013,Serious,49°52.54' N,0°14' E,No,06:03,0,0,None,Not Investigated,Yes,France - SRR GRIS-NEZ,,Material damage,No,n/a,n/a,Engine department - Other,Fishing - Towing fishing gear,,,No routeing system,Transit,n/a,,,Fishing vessel - Trawler - Stern,FRANCE - Fecamp,FRANCE - Fecamp,Flooding/Foundering - Flooding - Progressive,,,n/a
2013-11-27,Territorial sea,United Kingdom,United Kingdom - MAIB,13/1366/MAIBUK,Less Serious,57°8.06' N,2°0.09' W,No,17:25,0,0,,Not Investigated,Yes,United Kingdom - Scotland,,No damage,No,No,No,Engine department - Other,Normal service - In passage,0,0,No routeing system,Mid-water,No,,,Service ship - Other offshore ship,Unknown,Unknown,Loss of control - Loss of propulsion power,,,No
2013-09-11,Internal waters - Port area,Spain,Spain - CIAIM,1388/2013,Serious,43°19.6' N,2°25.262' W,Material damage,15:45,0,0,SPAIN - Ondarroa,Not Investigated,Yes,Spain - Atlántico - País Vasco,,No damage,No,Yes,No,Cargo and tank areas - Tanks - Bunker tank,Normal service - Bunkering operations,1,0,No routeing system,Anchored or alongside,No,,,Fishing vessel - Liner,SPAIN - Ondarroa,SPAIN - Ondarroa,Loss of control - Loss of containment,,,No
2013-10-29,Territorial sea,Norway,Norway - NMD,260/2014,Less Serious,62°49.98' N,8°7.83' E,No,14:15,0,0,,Not Investigated,Yes,Norway - Møre og Romsdal,,No damage,,No,No,Ship,Normal service,0,0,No routeing system,Unknown,No,,,Cargo ship,Unknown,NORWAY - Frei,Grounding/stranding,,,No
2013-10-18,Internal waters - Port area,France,France - BEAmer,1700/2013,Serious,52°27.83' N,4°35.695' E,No,05:00,0,0,NETHERLANDS - IJmuiden,Finished,Yes,Netherlands - Ijmond,,Material damage,No,No,No,Cargo and tank areas - Cargo hold,Normal service - In passage - Non-displacement mode,0,0,No routeing system,Arrival,No,8224406,Prins Bernhard,Fishing vessel - Trawler - Stern,NETHERLANDS - IJmuiden,NETHERLANDS - IJmuiden,Fire/Explosion - Fire,,,No
2013-11-24,High sea - Outside EEZ,United Kingdom,United Kingdom - MAIB,13/1430/MAIBUK,Marine incident,15°4.1' N,151°55.22' E,No,08:00,0,0,,Not Investigated,Yes,,,,n/a,No,No,Accommodation - Mess room; dayroom,Normal service - In passage,0,0,No routeing system,Mid-water,n/a,,,Passenger ship - Only passenger - International,PAPUA NEW GUINEA - Other,AUSTRALIA - Brisbane,,Body movement under or with physical stress (generally leading to an internal injury) - Other,Accident,No
2013-08-10,Internal waters - Archipelago fairway,Malta,Malta - MSIU,1182/2013,Less Serious,36°47.8' N,26°25' E,No,20:40,0,0,None,Not Investigated,Yes,Greece,,No damage,No,No,No,Engine department - Engine room,Normal service - In passage,0,0,No routeing system,Mid-water,No,,,Cargo ship - Solid Cargo - Container Ship,GREECE - Thessaloniki,CYPRUS - Lemesos Port - New (Limassol),Loss of control - Loss of propulsion power,,,No
2013-12-05,Internal waters - Port area,United Kingdom,United Kingdom - MAIB,13/1398/MAIBUK,Marine incident,50°31' N,1°24' W,No,22:13,0,0,UNITED KINGDOM - Southampton,Not Investigated,Yes,United Kingdom - England,,,No,No,No,Engine department - Engine room,Normal service - Manoeuvring,0,0,No routeing system,Arrival,n/a,,,Service ship - Tug (Towing/Pushing),UNITED KINGDOM - Southampton,UNITED KINGDOM - Southampton,Fire/Explosion - Fire,,,No
2013-10-17,Internal waters - Archipelago fairway,Sweden,Sweden - SHK,2376/2013,Less Serious,59°24.4' N,18°25.877' E,No,04:00,0,0,None,Not Investigated,Yes,Sweden - Stockholms skärgård,,No damage,No,No,No,Engine department - Steering gear room,Normal service - Under pilotage,0,0,Pilotage area,Arrival,No,,,Service ship - Tug (Towing/Pushing),LATVIA - Riga,SWEDEN - Stockholm,Loss of control - Loss of directional control,,,No
2013-10-17,Internal waters - Archipelago fairway,Sweden,Sweden - SHK,2376/2013,Less Serious,59°24.4' N,18°25.877' E,No,04:00,0,0,None,Not Investigated,Yes,Sweden - Stockholms skärgård,,No damage,No,No,No,Engine department - Steering gear room,Special service - Towing/pushing,0,0,Pilotage area,Arrival,No,,,Service ship - Tug (Towing/Pushing),LATVIA - Riga,SWEDEN - Stockholm,Loss of control - Loss of directional control,,,No
2013-08-21,Territorial sea,Germany,Germany - BSU,1238/2013,Marine incident,53°55.68' N,8°37.217' E,Material damage,20:40,0,0,None,Not Investigated,Yes,Germany - Nordsee / Küstenmeer,,No damage,No,No,No,,Normal service - Anchoring,0,0,In a traffic lane,Anchored or alongside,No,,,Cargo ship - Solid Cargo - General Cargo,GERMANY - Cuxhaven,GERMANY - Cuxhaven,Contact - Floating object - Other,,,No
2013-08-18,Internal waters - Port area,Greece,Greece - HBMCI,809/2014,Less Serious,37°18.17' N,23°8.57' E,No,22:35,0,2,GREECE - Porto Heli,Not Investigated,Yes,Greece - Saronicos,,Material damage,No,No,No,Ship - Other,Normal service - In passage - Displacement mode,0,0,No routeing system,Mid-water,No,,,Service ship - Other,GREECE - Porto Heli,GREECE - Porto Heli,Collision - With other ship,,,No
2013-08-18,Internal waters - Port area,Greece,Greece - HBMCI,809/2014,Less Serious,37°18.17' N,23°8.57' E,No,22:35,0,2,GREECE - Porto Heli,Not Investigated,Yes,Greece - Saronicos,,No damage,No,No,No,Ship - Other,Normal service - In passage - Displacement mode,0,0,No routeing system,Mid-water,No,,,Passenger ship - Only passenger,GREECE - Porto Heli,GREECE - Spetsai,Collision - With other ship,,,No
2013-12-03,Territorial sea,United Kingdom,United Kingdom - MAIB,13/1469/MAIBUK,Less Serious,57°0' N,7°0' W,No,10:30,0,1,,Not Investigated,Yes,United Kingdom - Scotland,,No damage,No,No,No,Cargo and tank areas - Vehicle cargo space,Normal service - In passage,0,0,No routeing system,Mid-water,No,,,Passenger ship - Passenger and Ro-Ro cargo,UNITED KINGDOM - Uig,UNITED KINGDOM - Tarbert,,Slipping - Stumbling and falling - Fall of persons - Fall of person - to a lower level,Accident,No
2013-08-10,Territorial sea,United Kingdom,United Kingdom - MAIB,13/0934/MAIBUK,Marine incident,50°31.26' N,1°21.5' W,No,18:16,0,0,,Not Investigated,Yes,United Kingdom - England,,No damage,No,No,No,Ship - Other,Normal service - In passage,0,0,No routeing system,Mid-water,No,,,Cargo ship - Solid Cargo - General Cargo,Unknown,Unknown,Collision - With other ship,,,No
2013-08-10,Territorial sea,United Kingdom,United Kingdom - MAIB,13/0934/MAIBUK,Marine incident,50°31.26' N,1°21.5' W,No,18:16,0,0,,Not Investigated,Yes,United Kingdom - England,,No damage,No,No,No,Ship - Other,Fishing - Fishing,0,0,No routeing system,Mid-water,n/a,,,Recreational craft - Motorboat,Unknown,Unknown,Collision - With other ship,,,No
2013-09-07,Territorial sea,United Kingdom,United Kingdom - MAIB,13/1059/MAIBUK,Marine incident,60°15' N,0°31' W,No,12:30,0,0,UNITED KINGDOM - Lerwick,Not Investigated,Yes,United Kingdom - Scotland,,No damage,No,No,No,Engine department - Other,Normal service - In passage,0,0,No routeing system,Transit,No,,,Fishing vessel - Dredger,UNITED KINGDOM - Lerwick,UNITED KINGDOM - Lerwick,Loss of control - Loss of electrical power,,,No
2013-11-28,High sea - Outside EEZ,United Kingdom,United Kingdom - MAIB,13/1373/MAIBUK,Less Serious,23°13' S,165°12' E,No,02:00,0,1,,Not Investigated,Yes,,,No damage,No,No,No,Accommodation - Bathroom; shower; toilet,Normal service - In passage - Displacement mode,0,0,No routeing system,Mid-water,No,,,Passenger ship - Only passenger,AUSTRALIA - Sydney,NEW CALEDONIA - Noumea,,Slipping - Stumbling and falling - Fall of persons - Slipping - Stumbling and falling - Fall of person - on the same level,Accident,No
2013-09-05,High sea,Netherlands,Netherlands - DSB,1969/2013,Serious,52°9.932' N,3°16.732' E,No,16:00,0,1,,Not Investigated,Yes,Netherlands - Noordzee,,,,,,Accommodation - Galley spaces,Normal service - In passage,,,,Mid-water,,,,Passenger ship - Passenger and Ro-Ro cargo,NETHERLANDS - Hoek van Holland,UNITED KINGDOM - Harwich,,Breakage; bursting; splitting; slipping; fall; collapse of Material Agent - Breakage; bursting - causing splinters (wood; glass; metal; stone; plastic; others),Accident,
2013-09-07,Territorial sea,Norway,Norway - NMD,189/2014,Less Serious,,,No,16:00,0,1,,Not Investigated,Yes,Norway - Sogn og Fjordane,,,,,,Ship - Unknown,Normal service,,,,Unknown,,,,Service ship - Floating platform,Unknown,Unknown,,Deviation by overflow; overturn; leak; flow; vaporisation; emission - Gaseous state - vaporisation; aerosol formation; gas formation,Accident,
2013-09-17,Internal waters - Port area,Norway,Norway - NSIA,1962/2013,Serious,63°26.51' N,10°24.16' E,No,05:00,0,0,NORWAY - Trondheim,Not Investigated,Yes,Norway - Sør-Trøndelag,,Material damage,No,No,No,Cargo and tank areas - Cofferdam/void space,Normal service - Alongside,0,0,Unknown,Arrival,No,,,Cargo ship - Solid Cargo - General Cargo,Unknown,Unknown,Capsizing/Listing - Listing,,,No
2013-10-27,Territorial sea,Greece,Greece - HBMCI,1929/2013,Serious,36°21' N,23°4' E,No,17:01,0,0,GREECE - Kythira,Not Investigated,Yes,Greece - Kithira Sea,,No damage,No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0,0,No routeing system,Mid-water,No,,,Cargo ship - Solid Cargo - General Cargo,GREECE - Kythira,GREECE - Kos,Loss of control - Loss of propulsion power,,,No
2013-09-22,Territorial sea,Greece,Greece - HBMCI,399/2014,Serious,39°43.24' N,19°53.324' E,No,13:30,0,1,None,Not Investigated,Yes,Greece - North Ionio,,,,,,Ship - Other,Other,,,No routeing system,Mid-water,,,,Passenger ship - Only passenger,GREECE - Kerkyra (Corfu),GREECE - Kerkyra (Corfu),,Slipping - Stumbling and falling - Fall of persons - Slipping - Stumbling and falling - Fall of person - on the same level,Accident,
2013-12-11,High sea - Within EEZ,United Kingdom,United Kingdom - MAIB,13/1415/MAIBUK,Serious,51°22.9' N,1°52.3' E,No,00:28,0,0,,Finished,Yes,,,Material damage,No,No,No,Bridge - Wheelhouse,Normal service - In passage,0,0,In a traffic lane,Mid-water,No,9373553,PAULA C,Cargo ship - Solid Cargo - General Cargo,GERMANY - Brake,UNITED KINGDOM - Poole,Collision - With other ship,,,No
2013-12-11,High sea - Within EEZ,United Kingdom,United Kingdom - MAIB,13/1415/MAIBUK,Serious,51°22.9' N,1°52.3' E,No,00:28,0,0,,Finished,Yes,,,Material damage,No,No,No,Cargo and tank areas - Cofferdam/void space,Normal service - In passage,0,0,In a traffic lane,Mid-water,No,9591686,DARYA GAYATRI,Cargo ship - Solid Cargo - Bulk Carrier,NETHERLANDS - IJmuiden,UNITED STATES - US - Baltimore,Collision - With other ship,,,No
2013-12-04,Internal waters - Port area,United Kingdom,United Kingdom - MAIB,13/1399/MAIBUK,Marine incident,51°7' N,1°18' E,No,07:30,0,0,UNITED KINGDOM - Dover,Not Investigated,Yes,United Kingdom - England,,No damage,No,No,No,Accommodation - Galley spaces,Normal service - Alongside,0,0,No routeing system,Transit,No,,,Passenger ship - Passenger and Ro-Ro cargo,UNITED KINGDOM - Dover,UNITED KINGDOM - Dover,Fire/Explosion - Fire,,,No
2013-10-17,Internal waters - Port area,United Kingdom,United Kingdom - MAIB,13/1203/MAIBUK,Marine incident,51°39' N,5°12.9' W,No,18:42,0,0,UNITED KINGDOM - Milford Haven,Not Investigated,Yes,United Kingdom - Wales,,,n/a,No,No,Ship - Other,Unknown,0,0,Pilotage area,Unknown,No,,,Service ship - Other,UNITED KINGDOM - Milford Haven,UNITED KINGDOM - Milford Haven,,Body movement without any physical stress (generally leading to an external injury) - Being caught or carried away; by something or by momentum,Accident,No
2013-08-31,High sea - Outside EEZ,United Kingdom,United Kingdom - MAIB,13/1024/MAIBUK,Less Serious,18°32' S,167°53' E,No,21:05,0,1,,Not Investigated,Yes,,,No damage,No,No,No,Accommodation - Theatre,Normal service - In passage,0,0,No routeing system,Mid-water,n/a,,,Passenger ship - Only passenger,VANUATU - Port Vila,NEW CALEDONIA - Other,,Body movement without any physical stress (generally leading to an external injury) - Being caught or carried away; by something or by momentum,Accident,No
2013-12-02,Unknown,Gibraltar,Gibraltar - UK - MAICO,378/2017,Less Serious,43°36.23' N,8°41.15' W,No,17:00,0,0,Unknown,Not Investigated,Yes,,,,Unknown,Unknown,Unknown,Ship - Unknown,Unknown,,,Unknown,Unknown,Unknown,,,Cargo ship - Solid Cargo - General Cargo,Unknown,Unknown,Damage / loss of equipment,,,Unknown
2013-11-27,Territorial sea,United Kingdom,United Kingdom - MAIB,13/1360/MAIBUK,Marine incident,51°7' N,1°41.07' E,No,03:10,0,0,,Not Investigated,Yes,United Kingdom - England,,No damage,No,No,No,Ship - Other,Normal service - In passage,0,0,In a traffic lane,Mid-water,No,,,Cargo ship - Liquid Cargo - Chemical tanker,Unknown,Unknown,Collision - With multiple ships,,,No
2013-11-27,Territorial sea,United Kingdom,United Kingdom - MAIB,13/1360/MAIBUK,Marine incident,51°7' N,1°41.07' E,No,03:10,0,0,,Not Investigated,Yes,United Kingdom - England,,No damage,No,No,No,Ship - Other,Normal service - In passage,0,0,In a traffic lane,Mid-water,No,,,Cargo ship - Liquid Cargo - Oil tanker - Crude oil,Unknown,Unknown,Collision - With multiple ships,,,No
2013-11-27,Territorial sea,United Kingdom,United Kingdom - MAIB,13/1360/MAIBUK,Marine incident,51°7' N,1°41.07' E,No,03:10,0,0,,Not Investigated,Yes,United Kingdom - England,,No damage,No,No,No,Ship - Other,Normal service - In passage,0,0,In a traffic lane,Mid-water,No,,,Cargo ship - Solid Cargo - Ro-Ro Cargo,Unknown,Unknown,Collision - With multiple ships,,,No
2013-09-12,Internal waters - Port area,United Kingdom,United Kingdom - MAIB,13/1078/MAIBUK,Less Serious,51°7' N,1°18' E,No,17:00,0,1,UNITED KINGDOM - Dover,Not Investigated,Yes,United Kingdom - England,,,n/a,No,No,Accommodation - Bathroom; shower; toilet,Normal service - Alongside,0,0,No routeing system,Anchored or alongside,No,,,Passenger ship - Passenger and Ro-Ro cargo,UNITED KINGDOM - Dover,UNITED KINGDOM - Dover,,Body movement without any physical stress (generally leading to an external injury) - Kneeling on; sitting on; leaning against,Accident,No
2013-09-12,Internal waters - Port area,United Kingdom,United Kingdom - MAIB,13/1078/MAIBUK,Less Serious,51°7' N,1°18' E,No,17:00,0,1,UNITED KINGDOM - Dover,Not Investigated,Yes,United Kingdom - England,,,n/a,No,No,Accommodation - Cabin space - crew,Normal service - Alongside,0,0,No routeing system,Anchored or alongside,No,,,Passenger ship - Passenger and Ro-Ro cargo,UNITED KINGDOM - Dover,UNITED KINGDOM - Dover,,Body movement without any physical stress (generally leading to an external injury) - Kneeling on; sitting on; leaning against,Accident,No
2013-10-04,Territorial sea,United Kingdom,United Kingdom - MAIB,13/1485/MAIBUK,Marine incident,58°11' N,6°22' W,No,13:00,0,0,,Not Investigated,Yes,United Kingdom - Scotland,,No damage,No,No,No,Ship - Over side,Normal service - In passage - Displacement mode,0,0,No routeing system,Mid-water,No,,,Passenger ship - Passenger and Ro-Ro cargo,Unknown,Unknown,Loss of control - Loss of propulsion power,,,No
2013-10-23,Internal waters - Port area,Italy,Italy - DIGIFEMA,2070/2013,Less Serious,44°24.259' N,8°53.093' E,No,01:55,0,0,ITALY - Genoa,Not Investigated,Yes,Italy - Genova,,Material damage,No,No,No,Ship - Other,Special service - Towing/pushing,0,0,Pilotage area,Departure,No,,,Cargo ship - Solid Cargo - General Cargo,ITALY - Genoa,JORDAN - Aqaba Free Zone,Collision - Ship not underway,,,No
2013-10-23,Internal waters - Port area,Italy,Italy - DIGIFEMA,2070/2013,Less Serious,44°24.259' N,8°53.093' E,No,01:55,0,0,ITALY - Genoa,Not Investigated,Yes,Italy - Genova,,Material damage,No,No,No,Ship - Bulbous,Normal service - Alongside,0,0,Unknown,Anchored or alongside,No,,,Cargo ship - Solid Cargo - Ro-Ro Cargo,Unknown,Unknown,Collision - With other ship,,,No
2013-08-15,Internal waters - Port area,Germany,Germany - BSU,1168/2013,Less Serious,53°54.148' N,11°27.581' E,No,12:45,0,0,GERMANY - Wismar,Not Investigated,Yes,Germany - Ostsee / Hafen,,Material damage,No,No,No,Ship - Deck - Forecastle deck,Normal service - In passage - Displacement mode,0,0,Inshore traffic zone,Departure,No,,,Cargo ship - Solid Cargo - General Cargo,GERMANY - Wismar,Unknown,Collision - Ship not underway,,,No
2013-08-15,Internal waters - Port area,Germany,Germany - BSU,1168/2013,Less Serious,53°54.148' N,11°27.581' E,No,12:45,0,0,GERMANY - Wismar,Not Investigated,Yes,Germany - Ostsee / Hafen,,Material damage,No,No,No,Ship - Deck - Forecastle deck,Normal service - Manoeuvring,0,0,Inshore traffic zone,Departure,No,,,Cargo ship - Solid Cargo - General Cargo,GERMANY - Wismar,Unknown,Collision - Ship not underway,,,No
2013-08-15,Internal waters - Port area,Germany,Germany - BSU,1168/2013,Less Serious,53°54.148' N,11°27.581' E,No,12:45,0,0,GERMANY - Wismar,Not Investigated,Yes,Germany - Ostsee / Hafen,,Material damage,No,No,No,Ship - Deck - Forecastle deck,Normal service - Alongside,0,0,Inshore traffic zone,Anchored or alongside,No,,,Cargo ship - Solid Cargo - General Cargo,GERMANY - Wismar,GERMANY - Wismar,Collision - With other ship,,,No
2013-08-12,Territorial sea,Norway,Norway - NSIA,202/2014,Serious,38°15.326' N,9°12.392' W,No,17:00,0,1,,Not Investigated,Yes,Portugal,,,,,,Ship - Deck - Bridge deck,Normal service - In passage - Transitional mode,,,,Unknown,,,,Service ship - Special purpose ship,Unknown,Unknown,,Slipping - Stumbling and falling - Fall of persons - Slipping - Stumbling and falling - Fall of person - on the same level,Accident,
2013-08-31,Internal waters - Port area,Poland,Poland - PKBWM,2426/2015,Less Serious,54°23.92' N,18°42.35' E,Material damage,07:10,0,0,POLAND - Gdansk,Not Investigated,Yes,Poland,,No damage,No,No,n/a,,Normal service - Berthing,0,,Pilotage area,Arrival,No,,,Cargo ship - Solid Cargo - Bulk Carrier,Unknown,POLAND - Gdansk,Contact - Shore object,,,No
2013-12-08,Internal waters - Port area,Cyprus,Cyprus - MAIC,2297/2013,Less Serious,24°0.96' S,46°19.87' W,No,13:27,0,0,BRAZIL - Santos,Not Investigated,Yes,,,Material damage,No,No,No,Ship - Unknown,Normal service - Anchoring,0,0,No routeing system,Anchored or alongside,No,,,Cargo ship - Solid Cargo - Bulk Carrier,None,None,Collision - With other ship,,,No
2013-12-08,Internal waters - Port area,Cyprus,Cyprus - MAIC,2297/2013,Less Serious,24°0.96' S,46°19.87' W,No,13:27,0,0,BRAZIL - Santos,Not Investigated,Yes,,,Material damage,No,No,No,Ship - Gangway,Normal service - Manoeuvring,0,0,No routeing system,Anchored or alongside,No,,,Cargo ship - Solid Cargo - Bulk Carrier,None,None,Collision - With other ship,,,No
2013-12-08,Internal waters - Port area,Cyprus,Cyprus - MAIC,2297/2013,Less Serious,24°0.96' S,46°19.87' W,No,13:27,0,0,BRAZIL - Santos,Not Investigated,Yes,,,Material damage,No,No,No,Ship - Over side,Normal service - Manoeuvring,0,0,No routeing system,Anchored or alongside,No,,,Cargo ship - Solid Cargo - Bulk Carrier,None,None,Collision - With other ship,,,No
2013-11-23,Internal waters,Norway,Norway - NMD,2304/2013,Less Serious,,,No,12:00,0,1,,Not Investigated,Yes,Norway - Nordland,,,,,,Ship - Deck - Boat deck,Normal service - Loading,,,,Departure,,,,Passenger ship - Passenger and Ro-Ro cargo - Domestic - Class D,NORWAY - Floro,NORWAY - Maloy,,Slipping - Stumbling and falling - Fall of persons - Slipping - Stumbling and falling - Fall of person - on the same level,Accident,
2013-10-08,Internal waters - Port area,Germany,Germany - BSU,1560/2013,Less Serious,53°7.501' N,8°43.553' E,No,07:10,0,1,GERMANY - Bremen,Not Investigated,Yes,Germany - Weser / Hafen,,,,,,Ship - Deck - Forecastle deck,Normal service - Alongside,,,,Anchored or alongside,,,,Cargo ship - Liquid Cargo - Chemical tanker,UNITED KINGDOM - Ipswich,GERMANY - Bremen,,Breakage; bursting; splitting; slipping; fall; collapse of Material Agent - Breakage of material - at joint; at seams,Accident,
2013-10-08,Internal waters - Port area,Germany,Germany - BSU,1560/2013,Less Serious,53°7.501' N,8°43.553' E,No,07:10,0,1,GERMANY - Bremen,Not Investigated,Yes,Germany - Weser / Hafen,,,,,,Ship - Deck - Forecastle deck,Normal service - Manoeuvring,,,,Anchored or alongside,,,,Cargo ship - Liquid Cargo - Chemical tanker,UNITED KINGDOM - Ipswich,GERMANY - Bremen,,Breakage; bursting; splitting; slipping; fall; collapse of Material Agent - Breakage of material - at joint; at seams,Accident,
2013-09-16,Territorial sea,Greece,Greece - HBMCI,1864/2013,Serious,37°21' N,24°57' E,No,20:30,0,1,,Not Investigated,Yes,Greece - NorthEast Aegean,,,,,,Ship - Deck - Boat deck,Normal service - In passage - Displacement mode,,,,Mid-water,,,,Passenger ship - Passenger and Ro-Ro cargo - Domestic - Class B,GREECE - Paros,GREECE - Syros (Syra),,Slipping - Stumbling and falling - Fall of persons - Slipping - Stumbling and falling - Fall of person - on the same level,Accident,
2013-11-30,Internal waters - Port area,Greece,Greece - HBMCI,583/2014,Serious,38°25.29' N,23°36.07' E,No,11:30,0,0,GREECE - Khalkis,Not Investigated,Yes,Greece - NorthWest Aegean,,Material damage,No,No,No,Engine department - Engine room,Normal service - Alongside,0,0,No routeing system,Anchored or alongside,No,,,Passenger ship - Only passenger,SPAIN - Other,None,Fire/Explosion - Fire,,,No
2013-11-30,Internal waters - Port area,Greece,Greece - HBMCI,583/2014,Serious,38°25.29' N,23°36.07' E,No,11:30,0,0,GREECE - Khalkis,Not Investigated,Yes,Greece - NorthWest Aegean,,Material damage,No,No,No,Ship - Other,Normal service - Alongside,0,0,No routeing system,Anchored or alongside,No,,,Passenger ship - Only passenger,SPAIN - Other,None,Fire/Explosion - Fire,,,No
