Date of occurrence,Sea area of occurrence,State Reporting,Competent authority,Casualty Report Nr.,Occurrence severity,Latitude,Longitude,Third party/other damage,Time (LT) of occurrence,Lives lost Occurrence-Total,People Injured Occurrence-Total,Port of accident,Investigation Status,Directive 2009/18,National location,Missing people Occurrence - Total,Loss / damage to ship or equipment,Did the ship sink?,Pollution (bunkers),Pollution (cargo),Place on board,Ship operation,Poll. quantity/bunker,Poll. quantity/cargo,Ship’s routeing,Voyage segment,Cargo damage,IMO number,Name of ship,Ship / craft type,Port of departure,Port of destination,Occurrence with ship(s),Deviation (CE),Occurrence with person(s),Release of pollutants in the air
2025-01-11,Territorial sea,Malta,Malta - MSIU,2025/000126,Serious,35°47.59' N,14°34.11' E,No,20:58,0,0,,Not Investigated,Yes,Malta,0,Material damage - Affecting performance or operational characteristics of the ship,No,No,No,Engine department - Engine room,Normal service - Manoeuvring,0.000,0.000,No routeing system,Transit,No,,,Cargo ship - Solid Cargo - Ro-Ro Cargo,MALTA - Marsaxlokk,TUNISIA - Rades/Tunis,Damage / loss of equipment,,,No
2024-12-20,Internal waters - Port area,Germany,Germany - BSU,2025/000233,Marine incident,54°9.288' N,12°7.247' E,,08:00,0,0,GERMANY - Rostock,Not Investigated,Yes,Germany - Ostsee / Hafen,0,,No,No,No,Ship - Bow - Port - Above the waterline,Normal service - Berthing,0.000,0.000,Pilotage area,Arrival,No,,,Cargo ship - Solid Cargo - General Cargo,DENMARK - Odense,GERMANY - Rostock,Contact - Shore object,,,No
2025-01-08,Internal waters - Port area,Spain,Spain - CIAIM,2025/000223,Less Serious,43°21.14' N,3°3.58' W,Material damage - Without operational consequences,11:00,0,0,SPAIN - Bilbao,Not Investigated,Yes,Spain - Atlántico - País Vasco,0,,No,No,No,Ship - Other,Normal service - Alongside,0.000,0.000,No routeing system,Anchored or alongside,No,,,Cargo ship - Solid Cargo - General Cargo,UNITED STATES - US - New Bedford,SPAIN - Bilbao,Contact - Shore object,,,No
2024-12-27,Internal waters - Archipelago fairway,Sweden,Sweden - SHK,2025/000159,Marine incident,57°40.7' N,11°49.4' E,,07:00,0,0,,Not Investigated,Yes,,0,,n/a,No,No,Ship - Propeller/rudder/thruster,Normal service - In passage - Displacement mode,0.000,0.000,No routeing system,Mid-water,n/a,,,Cargo ship - Liquid Cargo - Chemical tanker,SWEDEN - Goteborg,SWEDEN - Sodertalje,Loss of control - Loss of propulsion power,,,n/a
2024-12-16,Internal waters - Port area,Denmark,Denmark - DMAIB,2025/000546,Serious,55°59.85' N,8°6.53' E,,13:00,0,0,DENMARK - Hvide Sande,Not Investigated,Yes,,0,Material damage - Affecting structural integrity of the ship,No,No,No,Cargo and tank areas - Tanks - Ballast tank,Normal service - Manoeuvring,0.000,0.000,No routeing system,Arrival,No,,,Cargo ship - Solid Cargo - General Cargo,GERMANY - Hamburg,DENMARK - Hvide Sande,Grounding/stranding - Power,,,No
2025-01-05,Territorial sea,Germany,Germany - BSU,2025/000257,Marine incident,53°54.461' N,7°49.637' E,,12:45,0,0,,Not Investigated,Yes,Germany - Nordsee / Küstenmeer,0,,No,No,No,Engine department - Engine room,Normal service - At anchor,0.000,0.000,Unknown,Anchored or alongside,No,,,Cargo ship - Solid Cargo - General Cargo,Unknown,Unknown,Loss of control - Loss of propulsion power,,,No
2024-12-27,Internal waters - Channel; river,Germany,Germany - BSU,2025/000218,Marine incident,53°51.92' N,9°2.495' E,,23:09,0,0,,Not Investigated,Yes,Germany - Elbe / Fluss,0,,No,No,No,Engine department - Engine room,Normal service - Manoeuvring,0.000,0.000,Two-way route,Transit,No,,,Cargo ship - Liquid Cargo - Chemical tanker,GERMANY - Hamburg,Unknown,Loss of control - Loss of propulsion power,,,No
2024-12-27,Internal waters - Channel; river,Germany,Germany - BSU,2025/000218,Marine incident,53°51.92' N,9°2.495' E,,23:09,0,0,,Not Investigated,Yes,Germany - Elbe / Fluss,0,,No,No,No,Engine department - Engine room,Normal service - Manoeuvring,0.000,0.000,Pilotage area,Transit,No,,,Cargo ship - Liquid Cargo - Chemical tanker,GERMANY - Hamburg,Unknown,Loss of control - Loss of propulsion power,,,No
2024-12-18,Internal waters - Port area,Netherlands,Netherlands - DSB,2025/000662,Serious,51°58.788' N,4°6.485' E,,09:32,0,1,NETHERLANDS - Rotterdam,Not Investigated,Yes,,0,Material damage - Affecting performance or operational characteristics of the ship,No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.000,0.000,Pilotage area,Mid-water,No,,,Service ship - Pilot boat,NETHERLANDS - Rotterdam,NETHERLANDS - Rotterdam,Loss of control - Loss of propulsion power,,,No
2024-12-18,Internal waters - Port area,Netherlands,Netherlands - DSB,2025/000662,Serious,51°58.788' N,4°6.485' E,,09:32,0,1,NETHERLANDS - Rotterdam,Not Investigated,Yes,,0,Material damage - Affecting performance or operational characteristics of the ship,No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.000,0.000,Pilotage area,Mid-water,No,,,Service ship - Pilot boat,NETHERLANDS - Rotterdam,NETHERLANDS - Rotterdam,Collision - With other ship,,,No
2024-12-18,Internal waters - Port area,Netherlands,Netherlands - DSB,2025/000662,Serious,51°58.788' N,4°6.485' E,,09:32,0,1,NETHERLANDS - Rotterdam,Not Investigated,Yes,,0,Minor damage (less than material damage),n/a,,,,Normal service - In passage - Displacement mode,,,Pilotage area,Departure,No,,,Cargo ship - Solid Cargo - Container Ship,NETHERLANDS - Rotterdam,UNITED KINGDOM - Hull,Collision - With other ship,,,No
2025-01-13,Internal waters - Channel; river,Germany,Germany - BSU,2025/000358,Less Serious,54°15.012' N,9°37.002' E,,19:36,0,0,,Not Investigated,Yes,Germany - NOK / Strecke Breiholz - Kiel,0,,No,,,Ship - Hull - Above waterline,Normal service - Manoeuvring,,,Pilotage area,Transit,No,,,Cargo ship - Solid Cargo - Container Ship,Unknown,Unknown,Collision - With other ship,,,No
2025-01-13,Internal waters - Channel; river,Germany,Germany - BSU,2025/000358,Less Serious,54°15.012' N,9°37.002' E,,19:36,0,0,,Not Investigated,Yes,Germany - NOK / Strecke Breiholz - Kiel,0,,No,,,Ship - Hull - Above waterline,Normal service - Manoeuvring,,,Two-way route,Transit,No,,,Cargo ship - Solid Cargo - Container Ship,Unknown,Unknown,Collision - With other ship,,,No
2025-01-13,Internal waters - Channel; river,Germany,Germany - BSU,2025/000358,Less Serious,54°15.012' N,9°37.002' E,,19:36,0,0,,Not Investigated,Yes,Germany - NOK / Strecke Breiholz - Kiel,0,,No,No,No,Ship - Hull - Above waterline,Normal service - Manoeuvring,0.000,0.000,Two-way route,Transit,No,,,Cargo ship - Solid Cargo - General Cargo,NETHERLANDS - IJmuiden,FINLAND - Turku (Abo),Collision - With other ship,,,No
2025-01-13,Internal waters - Channel; river,Germany,Germany - BSU,2025/000358,Less Serious,54°15.012' N,9°37.002' E,,19:36,0,0,,Not Investigated,Yes,Germany - NOK / Strecke Breiholz - Kiel,0,,No,No,No,Ship - Hull - Above waterline,Normal service - Manoeuvring,0.000,0.000,Pilotage area,Transit,No,,,Cargo ship - Solid Cargo - General Cargo,NETHERLANDS - IJmuiden,FINLAND - Turku (Abo),Collision - With other ship,,,No
2025-01-15,Territorial sea,Germany,Germany - BSU,2025/000375,Marine incident,54°25' N,13°52.4' E,,21:10,0,0,,Not Investigated,Yes,Germany - Ostsee / Küstenmeer,0,,No,No,No,Engine department - Engine room,Normal service - Manoeuvring,0.000,0.000,Recommended route,Transit,No,,,Cargo ship - Solid Cargo - General Cargo,SPAIN - Ribadeo,POLAND - Szczecin,Loss of control - Loss of propulsion power,,,No
2024-12-24,Territorial sea,Portugal,Portugal - GAMA,2025/000030,Less Serious,19°50' S,118°19' E,No,08:00,0,0,,Not Investigated,Yes,,0,,,No,No,Ship - Deck - Other,Normal service - In passage - Displacement mode,0.000,0.000,No routeing system,Arrival,,,,Cargo ship - Solid Cargo - Bulk Carrier,CHINA - Jingtang,AUSTRALIA - Port Hedland,,Slipping - Stumbling and falling - Fall of persons - Fall of person - to a lower level,Accident,No
2025-01-07,High sea - Outside EEZ,Cyprus,Cyprus - MAIC,2025/000078,Less Serious,46°19.2' N,8°20.6' W,No,07:00,0,0,,Not Investigated,Yes,,0,Minor damage (less than material damage),No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.000,0.000,Unknown,Transit,No,,,Cargo ship - Liquid Cargo - Chemical tanker,TRINIDAD AND TOBAGO - Point Lisas,NETHERLANDS - Rotterdam,Damage / loss of equipment,,,No
2024-12-27,Territorial sea,Cyprus,Cyprus - MAIC,2025/003703,Serious,49°17.65' N,123°16.98' W,No,05:06,0,0,,Not Investigated,Yes,,0,Minor damage (less than material damage),No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.000,0.000,Unknown,Arrival,No,,,Cargo ship - Solid Cargo - Bulk Carrier,Unknown,CANADA - Vancouver,Loss of control - Loss of propulsion power,,,No
2024-12-24,Internal waters - Channel; river,Germany,Germany - BSU,2025/000217,Less Serious,54°20.639' N,9°58.501' E,,07:58,0,0,,Not Investigated,Yes,Germany - NOK / Strecke Breiholz - Kiel,0,,No,No,No,Ship - Keel,Normal service - Manoeuvring,0.000,0.000,Pilotage area,Transit,No,,,Service ship - Special purpose ship,POLAND - Gdansk,NETHERLANDS - Harlingen,Contact - Shore object,,,No
2025-01-06,High sea - Within EEZ,Norway,Norway - NSIA,2025/000219,Less Serious,60°26' N,3°46' E,,15:00,0,0,,Not Investigated,Yes,,0,,No,,,Ship - Propeller/rudder/thruster,Fishing - Shooting/hauling fishing gear,,,Unknown,Mid-water,No,,,Fishing vessel,Unknown,Unknown,Loss of control - Loss of propulsion power,,,No
2024-12-25,High sea - Within EEZ,Malta,Malta - MSIU,2025/000044,Less Serious,20°57.2' N,72°1.8' W,No,01:14,0,0,,Not Investigated,Yes,,0,No damage,No,No,n/a,Engine department - Other,Normal service - In passage - Displacement mode,0.000,0,No routeing system,Transit,n/a,,,Passenger ship - Only passenger - International,BAHAMAS - Nassau,VIRGIN ISLANDS; U.S. - St John; St Croix Is,Loss of control - Loss of containment,,,No
2025-01-03,High sea - Within EEZ,Cyprus,Cyprus - MAIC,2025/008628,Less Serious,0°2.1' N,81°0.9' W,On person(s) - Injury,17:00,0,1,,Finished,Yes,,0,No damage,No,No,No,N.A.,Normal service - In passage - Displacement mode,0.000,0.000,Unknown,Transit,No,9347750,LENA,Cargo ship - Solid Cargo - Container Ship,ECUADOR - Guayaquil,PANAMA - Balboa,,Body movement without any physical stress (generally leading to an external injury) - Being caught or carried away; by something or by momentum,Accident,No
2024-12-17,Internal waters - Port area,Germany,Germany - BSU,2025/000199,Marine incident,53°39.244' N,9°30.699' E,,13:05,0,0,GERMANY - Butzfleth,Not Investigated,Yes,Germany - Elbe / Hafen,0,,No,No,No,Ship - Other,Normal service - Alongside,0.000,0.000,Pilotage area,Anchored or alongside,No,,,Cargo ship - Solid Cargo - Bulk Carrier,GERMANY - Butzfleth,GERMANY - Butzfleth,Damage / loss of equipment,,,No
2024-12-17,Internal waters - Port area,Germany,Germany - BSU,2025/000199,Marine incident,53°39.244' N,9°30.699' E,,13:05,0,0,GERMANY - Butzfleth,Not Investigated,Yes,Germany - Elbe / Hafen,0,,No,No,No,Ship - Other,Normal service - Alongside,0.000,0.000,Two-way route,Anchored or alongside,No,,,Cargo ship - Solid Cargo - Bulk Carrier,GERMANY - Butzfleth,GERMANY - Butzfleth,Damage / loss of equipment,,,No
2024-12-24,High sea - Within EEZ,Netherlands,Netherlands - DSB,2025/000455,Serious,50°7.958' N,4°52.669' W,,22:00,0,1,,Not Investigated,Yes,,0,,,No,No,Accommodation - Alleyway,Normal service - In passage - Displacement mode,0.000,0.000,Recommended route,Transit,,,,Cargo ship - Solid Cargo - General Cargo,Unknown,Unknown,,Body movement without any physical stress (generally leading to an external injury) - Uncoordinated movements; spurious or untimely actions,Accident,
2024-12-17,Territorial sea,Spain,Spain - CIAIM,2025/000157,Less Serious,36°16.6' N,6°16.5' W,No,08:40,0,0,,Not Investigated,Yes,Spain - Atlántico - Andalucía,0,Minor damage (less than material damage),No,No,No,Engine department - Engine room,Fishing - Fishing,0.000,0.000,No routeing system,Mid-water,No,,,Fishing vessel - Trawler - Stern,SPAIN - Puerto de Santa María,SPAIN - Puerto de Santa María,Flooding/Foundering - Flooding - Progressive,,,No
2024-12-29,Internal waters - Port area,Germany,Germany - BSU,2025/000279,Less Serious,53°31.109' N,9°56.593' E,,17:24,0,0,,Not Investigated,Yes,Germany - Elbe / Hafen,0,No damage,No,,,,Normal service - At anchor,,,Pilotage area,Anchored or alongside,No,,,Cargo ship - Solid Cargo - Bulk Carrier,Unknown,,Collision - With other ship,,,No
2024-12-29,Internal waters - Port area,Germany,Germany - BSU,2025/000279,Less Serious,53°31.109' N,9°56.593' E,,17:24,0,0,,Not Investigated,Yes,Germany - Elbe / Hafen,0,Minor damage (less than material damage),No,No,No,Ship - Bow - Port - Above the waterline,Normal service - Anchoring,0.000,0.000,,Arrival,,,,Cargo ship - Solid Cargo - General Cargo,FRANCE - Radicatel,GERMANY - Hamburg,Collision - Ship not underway,,,No
2025-01-02,Territorial sea,Portugal,Portugal - GAMA,2025/000042,Marine incident,36°42.47' N,8°52.27' W,No,06:42,0,0,,Not Investigated,Yes,,0,Minor damage (less than material damage),No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.000,0.000,No routeing system,Transit,No,,,Cargo ship - Solid Cargo - Refrigerated Cargo,SPAIN - Ceuta,RUSSIAN FEDERATION - St Petersburg (Ex Leningrad),Damage / loss of equipment,,,No
2025-01-09,High sea - Within EEZ,Germany,Germany - BSU,2025/000357,Serious,54°53.545' N,13°9.78' E,,22:43,0,0,,Not Investigated,Yes,Germany - Ostsee / AWZ,0,,No,No,No,Engine department - Engine room,Normal service - Manoeuvring,0.000,0.000,In a traffic lane,Transit,No,,,Cargo ship - Liquid Cargo - Oil tanker - Crude oil,RUSSIAN FEDERATION - Ust-Luga,EGYPT - Port Said,Loss of control - Loss of propulsion power,,,No
2024-12-28,Territorial sea,Greece,Greece - HBMCI,2025/000079,Less Serious,37°48.229' N,23°30.521' E,No,12:55,0,0,,Not Investigated,Yes,,0,,No,No,No,Engine department - Engine room,Normal service - In passage - Non-displacement mode,0.000,0.000,No routeing system,Mid-water,No,,,Passenger ship - Passenger and Ro-Ro cargo - Domestic - Class C,GREECE - Aegina,GREECE - Piraeus,Loss of control - Loss of propulsion power,,,No
2024-12-18,Internal waters - Port area,Netherlands,Netherlands - DSB,2025/000725,Serious,52°23.969' N,4°51.79' E,,13:30,0,1,NETHERLANDS - Amsterdam,Not Investigated,Yes,,0,,,No,No,Ship - Gangway,Normal service - Moored,0.000,0.000,Recommended route,Anchored or alongside,,,,Cargo ship - Solid Cargo - Bulk Carrier,NETHERLANDS - Amsterdam,NETHERLANDS - Amsterdam,,Slipping - Stumbling and falling - Fall of persons - Other,Accident,
2024-12-30,Internal waters - Archipelago fairway,Norway,Norway - NSIA,2025/000183,Serious,69°57.013' N,21°53.343' E,,15:50,0,0,,Not Investigated,Yes,,0,,No,,,Ship - Propeller/rudder/thruster,Normal service - Manoeuvring,,,Unknown,Departure,No,,,Service ship - Special purpose ship,None,NORWAY - Other,Grounding/stranding - Drift,,,No
2024-12-30,Internal waters - Archipelago fairway,Norway,Norway - NSIA,2025/000183,Serious,69°57.013' N,21°53.343' E,,15:50,0,0,,Not Investigated,Yes,,0,,No,,,Ship - Hull - Under waterline,Normal service - Manoeuvring,,,Unknown,Departure,No,,,Service ship - Special purpose ship,None,NORWAY - Other,Grounding/stranding - Drift,,,No
2025-01-09,Internal waters - Port area,Italy,Italy - DIGIFEMA,2025/000385,Less Serious,40°45' N,14°11' E,,21:35,0,0,,Not Investigated,Yes,Italy - Napoli,0,,No,No,No,Cargo and tank areas - Chain locker,Normal service - Moored,0.000,0.000,Unknown,Arrival,Yes,,,Passenger ship - Only passenger,ITALY - Ischia,ITALY - Procida,Contact - Fixed object at sea,,,No
2025-01-01,Internal waters - Archipelago fairway,Norway,Norway - NSIA,2025/000124,Less Serious,62°12' N,5°29' E,,02:07,0,0,,Not Investigated,Yes,,0,,No,,,Cargo and tank areas - Tanks - Forepeak tank,Normal service - In passage - Transitional mode,,,Unknown,Mid-water,No,,,Cargo ship - Solid Cargo - General Cargo,NORWAY - Bronnoysund,NORWAY - Other,Grounding/stranding - Power,,,No
2024-12-19,Internal waters - Archipelago fairway,Sweden,Sweden - SHK,2025/000771,Marine incident,58°51.4' N,17°59.9' E,,22:40,0,0,,Not Investigated,Yes,,0,,n/a,No,No,Engine department - Engine room,Normal service - Under pilotage,0.000,0.000,No routeing system,Mid-water,n/a,,,Cargo ship - Solid Cargo - Container Ship,SWEDEN - Nynashamn,SWEDEN - Gavle,Loss of control - Loss of propulsion power,,,n/a
2024-12-19,Internal waters - Archipelago fairway,Sweden,Sweden - SHK,2025/000771,Marine incident,58°51.4' N,17°59.9' E,,22:40,0,0,,Not Investigated,Yes,,0,,n/a,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.000,0.000,No routeing system,Mid-water,n/a,,,Cargo ship - Solid Cargo - Container Ship,SWEDEN - Nynashamn,SWEDEN - Gavle,Loss of control - Loss of propulsion power,,,n/a
2024-12-16,Internal waters - Channel; river,Sweden,Sweden - SHK,2025/000123,Less Serious,59°11.366' N,17°37.989' E,,20:10,0,0,,Not Investigated,Yes,,0,,n/a,No,No,Ship - Unknown,Normal service - Manoeuvring,0.000,0.000,No routeing system,Transit,n/a,,,Cargo ship - Solid Cargo - General Cargo,SWEDEN - Vasteras,SWEDEN - Oxelosund,Contact - Shore object,,,n/a
2024-12-24,Territorial sea,Greece,Greece - HBMCI,2025/006542,Serious,37°53.272' N,24°33.926' E,,02:46,0,0,,Not Investigated,Yes,Greece - Central Aegean,0,Material damage - Affecting structural integrity of the ship,No,No,No,Ship - Hull - Above waterline,Normal service - In passage - Non-displacement mode,0.000,0.000,No routeing system,Mid-water,No,,,Cargo ship - Liquid Cargo - Oil tanker - Crude oil,RUSSIAN FEDERATION - Novorossiysk,SPAIN - Castellón,Collision - With other ship,,,No
2024-12-24,Territorial sea,Greece,Greece - HBMCI,2025/006542,Serious,37°53.272' N,24°33.926' E,,02:46,0,0,,Not Investigated,Yes,Greece - Central Aegean,0,Material damage - Affecting structural integrity of the ship,No,No,No,Ship - Bow - Port - Above the waterline,Normal service - In passage - Non-displacement mode,0.000,0.000,No routeing system,Mid-water,No,,,Cargo ship - Liquid Cargo - Oil tanker - Crude oil,RUSSIAN FEDERATION - Novorossiysk,SPAIN - Castellón,Collision - With other ship,,,No
2024-12-24,Territorial sea,Greece,Greece - HBMCI,2025/006542,Serious,37°53.272' N,24°33.926' E,,02:46,0,0,,Not Investigated,Yes,Greece - Central Aegean,0,Material damage - Affecting structural integrity of the ship,No,,,Ship - Bulbous,Normal service - In passage - Non-displacement mode,,,No routeing system,Mid-water,No,,,Cargo ship - Solid Cargo - Ro-Ro Cargo,ITALY - Gioia Tauro,ROMANIA - Constanta,Collision - With other ship,,,No
2024-12-24,Territorial sea,Greece,Greece - HBMCI,2025/006542,Serious,37°53.272' N,24°33.926' E,,02:46,0,0,,Not Investigated,Yes,Greece - Central Aegean,0,Material damage - Affecting structural integrity of the ship,No,,,Ship - Bulbous,Normal service - Ballasting,,,No routeing system,Mid-water,No,,,Cargo ship - Solid Cargo - Ro-Ro Cargo,ITALY - Gioia Tauro,ROMANIA - Constanta,Collision - With other ship,,,No
2024-12-24,Territorial sea,Greece,Greece - HBMCI,2025/006542,Serious,37°53.272' N,24°33.926' E,,02:46,0,0,,Not Investigated,Yes,Greece - Central Aegean,0,Material damage - Affecting structural integrity of the ship,No,,,Ship - Quarter - Aft - Starboard - Below the waterline,Normal service - In passage - Non-displacement mode,,,No routeing system,Mid-water,No,,,Cargo ship - Solid Cargo - Ro-Ro Cargo,ITALY - Gioia Tauro,ROMANIA - Constanta,Collision - With other ship,,,No
2024-12-24,Territorial sea,Greece,Greece - HBMCI,2025/006542,Serious,37°53.272' N,24°33.926' E,,02:46,0,0,,Not Investigated,Yes,Greece - Central Aegean,0,Material damage - Affecting structural integrity of the ship,No,,,Ship - Quarter - Aft - Starboard - Below the waterline,Normal service - Ballasting,,,No routeing system,Mid-water,No,,,Cargo ship - Solid Cargo - Ro-Ro Cargo,ITALY - Gioia Tauro,ROMANIA - Constanta,Collision - With other ship,,,No
2024-12-24,Territorial sea,Greece,Greece - HBMCI,2025/006542,Serious,37°53.272' N,24°33.926' E,,02:46,0,0,,Not Investigated,Yes,Greece - Central Aegean,0,Material damage - Affecting structural integrity of the ship,No,,,Cargo and tank areas - Tanks - Forepeak tank,Normal service - In passage - Non-displacement mode,,,No routeing system,Mid-water,No,,,Cargo ship - Solid Cargo - Ro-Ro Cargo,ITALY - Gioia Tauro,ROMANIA - Constanta,Collision - With other ship,,,No
2024-12-24,Territorial sea,Greece,Greece - HBMCI,2025/006542,Serious,37°53.272' N,24°33.926' E,,02:46,0,0,,Not Investigated,Yes,Greece - Central Aegean,0,Material damage - Affecting structural integrity of the ship,No,,,Cargo and tank areas - Tanks - Forepeak tank,Normal service - Ballasting,,,No routeing system,Mid-water,No,,,Cargo ship - Solid Cargo - Ro-Ro Cargo,ITALY - Gioia Tauro,ROMANIA - Constanta,Collision - With other ship,,,No
2025-01-06,Internal waters - Channel; river,Germany,Germany - BSU,2025/000422,Marine incident,53°53.397' N,9°8.698' E,,03:00,0,0,,Not Investigated,Yes,Germany - NOK / Schleuse Brunsbüttel,0,Minor damage (less than material damage),No,No,No,Ship - Unknown,Normal service - In passage - Transitional mode,0.000,0.000,Pilotage area,Transit,No,,,Cargo ship - Solid Cargo - General Cargo,NETHERLANDS - Flushing East (Sloehaven),SWEDEN - Helsingborg,Contact - Shore object,,,No
2025-01-11,Internal waters - Port area,Cyprus,Cyprus - MAIC,2025/001224,Less Serious,13°6.6' N,59°37.8' W,Material damage - With operational consequences,21:08,0,0,BARBADOS - Bridgetown,Not Investigated,Yes,,0,Minor damage (less than material damage),No,No,No,Ship - Over side - Starboard - Above the waterline,Normal service - Alongside,0.000,0.000,Unknown,Anchored or alongside,No,,,Cargo ship - Solid Cargo - General Cargo,BARBADOS - Bridgetown,Unknown,Contact - Shore object,,,No
2025-01-11,Internal waters - Port area,Ireland,Ireland - MCIB,2025/000292,Marine incident,52°14.677' N,6°58.25' W,,08:45,0,0,,Not Investigated,Yes,,0,,No,No,No,Ship - Amidships,Unknown,0.000,0.000,Unknown,Arrival,No,,,Cargo ship - Solid Cargo - General Cargo,Unknown,IRELAND - Waterford; Waterford,Contact - Shore object,,,No
