zone,mois,annee,mois_num,tendance,confiance,proba_Augmentation,proba_Diminution,proba_Stable,tendance_reelle,correct
z_30.0_-10.5,4,2023,4,Diminution,65.7,9.4,65.7,24.9,Diminution,True
z_30.0_-10.5,5,2023,5,Diminution,67.6,8.1,67.6,24.3,Diminution,True
z_30.0_-10.5,9,2023,9,Diminution,67.9,7.2,67.9,24.9,Diminution,True
z_30.0_-10.5,4,2024,4,Diminution,56.0,16.6,56.0,27.4,Diminution,True
z_30.0_-10.5,5,2024,5,Diminution,67.6,8.1,67.6,24.3,Diminution,True
z_30.0_-10.5,9,2024,9,Diminution,62.1,11.2,62.1,26.7,Diminution,True
z_30.0_-10.5,4,2025,4,Diminution,65.7,9.4,65.7,24.9,Diminution,True
z_30.0_-10.5,5,2025,5,Diminution,67.6,8.1,67.6,24.3,Diminution,True
z_30.0_-10.5,9,2025,9,Diminution,67.9,7.2,67.9,24.9,Diminution,True
z_30.0_-13.5,2,2023,2,Diminution,87.0,1.5,87.0,11.5,Diminution,True
z_30.0_-13.5,3,2023,3,Diminution,75.3,2.8,75.3,21.9,Diminution,True
z_30.0_-13.5,6,2023,6,Diminution,85.0,1.6,85.0,13.3,Diminution,True
z_30.0_-13.5,2,2024,2,Diminution,87.0,1.5,87.0,11.5,Stable,False
z_30.0_-13.5,3,2024,3,Diminution,73.5,3.6,73.5,22.9,Diminution,True
z_30.0_-13.5,6,2024,6,Diminution,85.0,1.6,85.0,13.3,Diminution,True
z_30.0_-13.5,2,2025,2,Diminution,76.2,3.0,76.2,20.9,Diminution,True
z_30.0_-13.5,3,2025,3,Diminution,86.8,1.4,86.8,11.8,Diminution,True
z_30.0_-13.5,6,2025,6,Diminution,85.0,1.6,85.0,13.3,Diminution,True
z_30.0_-15.0,2,2023,2,Diminution,81.1,2.3,81.1,16.6,Diminution,True
z_30.0_-15.0,5,2023,5,Diminution,86.7,1.4,86.7,11.9,Diminution,True
z_30.0_-15.0,2,2024,2,Diminution,75.9,6.1,75.9,17.9,Diminution,True
z_30.0_-15.0,5,2024,5,Diminution,86.7,1.4,86.7,11.9,Diminution,True
z_30.0_-15.0,2,2025,2,Diminution,90.0,1.0,90.0,8.9,Diminution,True
z_30.0_-15.0,5,2025,5,Diminution,72.3,2.8,72.3,24.9,Diminution,True
z_30.0_28.5,1,2023,1,Diminution,54.8,9.2,54.8,36.0,Diminution,True
z_30.0_28.5,2,2023,2,Diminution,58.4,8.9,58.4,32.7,Diminution,True
z_30.0_28.5,3,2023,3,Diminution,61.9,5.0,61.9,33.1,Diminution,True
z_30.0_28.5,4,2023,4,Diminution,85.4,1.9,85.4,12.8,Diminution,True
z_30.0_28.5,5,2023,5,Diminution,69.9,5.8,69.9,24.3,Augmentation,False
z_30.0_28.5,6,2023,6,Diminution,55.6,9.7,55.6,34.8,Diminution,True
z_30.0_28.5,8,2023,8,Diminution,67.3,4.6,67.3,28.0,Diminution,True
z_30.0_28.5,10,2023,10,Diminution,87.3,2.2,87.3,10.5,Diminution,True
z_30.0_28.5,11,2023,11,Diminution,45.9,13.8,45.9,40.3,Diminution,True
z_30.0_28.5,12,2023,12,Diminution,72.1,4.1,72.1,23.7,Diminution,True
z_30.0_28.5,1,2024,1,Diminution,56.9,10.0,56.9,33.1,Diminution,True
z_30.0_28.5,2,2024,2,Diminution,61.6,8.4,61.6,29.9,Diminution,True
z_30.0_28.5,3,2024,3,Diminution,61.9,5.0,61.9,33.1,Diminution,True
z_30.0_28.5,4,2024,4,Diminution,85.4,1.9,85.4,12.8,Diminution,True
z_30.0_28.5,5,2024,5,Diminution,65.1,7.1,65.1,27.8,Diminution,True
z_30.0_28.5,6,2024,6,Diminution,59.7,5.6,59.7,34.7,Diminution,True
z_30.0_28.5,8,2024,8,Diminution,84.1,2.1,84.1,13.8,Diminution,True
z_30.0_28.5,10,2024,10,Diminution,87.3,2.2,87.3,10.5,Diminution,True
z_30.0_28.5,11,2024,11,Diminution,61.2,8.7,61.2,30.1,Diminution,True
z_30.0_28.5,12,2024,12,Diminution,72.1,4.1,72.1,23.7,Diminution,True
z_30.0_28.5,1,2025,1,Diminution,59.9,9.2,59.9,31.0,Diminution,True
z_30.0_28.5,2,2025,2,Diminution,61.6,8.4,61.6,29.9,Stable,False
z_30.0_28.5,3,2025,3,Diminution,62.5,6.2,62.5,31.3,Diminution,True
z_30.0_28.5,4,2025,4,Diminution,73.0,3.3,73.0,23.6,Diminution,True
z_30.0_28.5,5,2025,5,Diminution,61.9,8.1,61.9,30.0,Diminution,True
z_30.0_28.5,6,2025,6,Diminution,59.7,5.6,59.7,34.7,Diminution,True
z_30.0_28.5,8,2025,8,Diminution,72.7,5.6,72.7,21.7,Diminution,True
z_30.0_28.5,10,2025,10,Diminution,87.3,2.2,87.3,10.5,Diminution,True
z_30.0_28.5,11,2025,11,Diminution,59.5,10.3,59.5,30.2,Diminution,True
z_30.0_28.5,12,2025,12,Diminution,64.2,7.9,64.2,27.9,Diminution,True
z_30.0_30.0,2,2023,2,Diminution,67.1,7.8,67.1,25.1,Diminution,True
z_30.0_30.0,9,2023,9,Diminution,78.0,3.7,78.0,18.3,Diminution,True
z_30.0_30.0,2,2024,2,Diminution,67.1,7.8,67.1,25.1,Diminution,True
z_30.0_30.0,9,2024,9,Diminution,87.5,1.8,87.5,10.7,Diminution,True
z_30.0_30.0,2,2025,2,Diminution,67.1,7.8,67.1,25.1,Diminution,True
z_30.0_30.0,9,2025,9,Diminution,79.1,2.9,79.1,18.0,Diminution,True
z_30.0_31.5,1,2023,1,Diminution,84.3,1.4,84.3,14.3,Diminution,True
z_30.0_31.5,2,2023,2,Diminution,58.6,7.7,58.6,33.7,Diminution,True
z_30.0_31.5,3,2023,3,Diminution,51.6,8.6,51.6,39.8,Stable,False
z_30.0_31.5,4,2023,4,Diminution,56.4,9.8,56.4,33.7,Diminution,True
z_30.0_31.5,5,2023,5,Diminution,44.8,13.2,44.8,42.0,Diminution,True
z_30.0_31.5,6,2023,6,Diminution,72.9,2.2,72.9,25.0,Augmentation,False
z_30.0_31.5,7,2023,7,Diminution,50.9,16.1,50.9,33.1,Stable,False
z_30.0_31.5,8,2023,8,Stable,47.4,23.1,29.5,47.4,Diminution,False
z_30.0_31.5,9,2023,9,Stable,50.2,21.3,28.5,50.2,Diminution,False
z_30.0_31.5,10,2023,10,Diminution,56.9,8.3,56.9,34.8,Stable,False
z_30.0_31.5,11,2023,11,Stable,46.4,14.7,38.9,46.4,Diminution,False
z_30.0_31.5,12,2023,12,Stable,46.3,22.8,30.9,46.3,Diminution,False
z_30.0_31.5,1,2024,1,Diminution,66.8,3.7,66.8,29.5,Diminution,True
z_30.0_31.5,2,2024,2,Diminution,55.8,8.8,55.8,35.4,Diminution,True
z_30.0_31.5,3,2024,3,Diminution,60.4,5.9,60.4,33.7,Diminution,True
z_30.0_31.5,4,2024,4,Diminution,48.9,11.4,48.9,39.7,Diminution,True
z_30.0_31.5,5,2024,5,Diminution,54.7,8.4,54.7,36.9,Diminution,True
z_30.0_31.5,6,2024,6,Diminution,68.5,3.9,68.5,27.5,Diminution,True
z_30.0_31.5,7,2024,7,Diminution,53.6,9.4,53.6,37.1,Stable,False
z_30.0_31.5,8,2024,8,Diminution,57.2,7.5,57.2,35.3,Augmentation,False
z_30.0_31.5,9,2024,9,Stable,40.5,30.0,29.5,40.5,Diminution,False
z_30.0_31.5,10,2024,10,Diminution,44.1,17.7,44.1,38.2,Diminution,True
z_30.0_31.5,11,2024,11,Stable,46.0,11.0,43.0,46.0,Diminution,False
z_30.0_31.5,12,2024,12,Diminution,57.6,9.3,57.6,33.1,Stable,False
z_30.0_31.5,1,2025,1,Diminution,48.0,12.1,48.0,39.9,Diminution,True
z_30.0_31.5,2,2025,2,Stable,45.0,16.9,38.1,45.0,Diminution,False
z_30.0_31.5,3,2025,3,Diminution,52.8,8.3,52.8,38.8,Diminution,True
z_30.0_31.5,4,2025,4,Diminution,58.4,7.8,58.4,33.9,Stable,False
z_30.0_31.5,5,2025,5,Diminution,58.5,7.9,58.5,33.6,Diminution,True
z_30.0_31.5,6,2025,6,Diminution,51.3,17.9,51.3,30.8,Diminution,True
z_30.0_31.5,7,2025,7,Diminution,48.6,10.3,48.6,41.1,Diminution,True
z_30.0_31.5,8,2025,8,Diminution,56.2,6.5,56.2,37.3,Diminution,True
z_30.0_31.5,9,2025,9,Diminution,57.8,8.7,57.8,33.5,Diminution,True
z_30.0_31.5,10,2025,10,Diminution,56.8,8.1,56.8,35.1,Diminution,True
z_30.0_31.5,11,2025,11,Diminution,57.8,8.3,57.8,34.0,Diminution,True
z_30.0_31.5,12,2025,12,Diminution,56.9,9.2,56.9,33.9,Diminution,True
z_31.5_-15.0,1,2023,1,Diminution,86.7,1.9,86.7,11.5,Diminution,True
z_31.5_-15.0,10,2023,10,Diminution,86.5,2.7,86.5,10.9,Diminution,True
z_31.5_-15.0,1,2024,1,Diminution,86.7,1.9,86.7,11.5,Diminution,True
z_31.5_-15.0,10,2024,10,Diminution,72.6,4.6,72.6,22.7,Diminution,True
z_31.5_-15.0,1,2025,1,Diminution,86.7,1.9,86.7,11.5,Diminution,True
z_31.5_-15.0,10,2025,10,Diminution,86.5,2.7,86.5,10.9,Diminution,True
z_31.5_-18.0,1,2023,1,Diminution,76.4,3.7,76.4,19.9,Diminution,True
z_31.5_-18.0,2,2023,2,Diminution,62.3,6.8,62.3,30.9,Diminution,True
z_31.5_-18.0,3,2023,3,Diminution,89.5,0.9,89.5,9.6,Diminution,True
z_31.5_-18.0,4,2023,4,Diminution,85.4,1.4,85.4,13.2,Diminution,True
z_31.5_-18.0,6,2023,6,Diminution,64.1,7.5,64.1,28.4,Diminution,True
z_31.5_-18.0,7,2023,7,Diminution,75.7,3.8,75.7,20.6,Stable,False
z_31.5_-18.0,9,2023,9,Diminution,71.4,3.6,71.4,25.0,Diminution,True
z_31.5_-18.0,10,2023,10,Diminution,55.6,11.1,55.6,33.3,Stable,False
z_31.5_-18.0,11,2023,11,Diminution,80.5,2.0,80.5,17.6,Diminution,True
z_31.5_-18.0,1,2024,1,Diminution,70.2,4.1,70.2,25.7,Diminution,True
z_31.5_-18.0,2,2024,2,Diminution,66.0,6.9,66.0,27.1,Diminution,True
z_31.5_-18.0,3,2024,3,Diminution,89.5,0.9,89.5,9.6,Diminution,True
z_31.5_-18.0,4,2024,4,Diminution,72.9,3.7,72.9,23.4,Diminution,True
z_31.5_-18.0,6,2024,6,Diminution,64.1,7.5,64.1,28.4,Diminution,True
z_31.5_-18.0,7,2024,7,Diminution,66.9,6.0,66.9,27.1,Diminution,True
z_31.5_-18.0,9,2024,9,Diminution,87.1,1.5,87.1,11.4,Diminution,True
z_31.5_-18.0,10,2024,10,Diminution,61.6,9.9,61.6,28.5,Diminution,True
z_31.5_-18.0,11,2024,11,Diminution,88.4,1.5,88.4,10.2,Diminution,True
z_31.5_-18.0,1,2025,1,Diminution,87.0,1.5,87.0,11.5,Diminution,True
z_31.5_-18.0,2,2025,2,Diminution,66.0,6.9,66.0,27.1,Diminution,True
z_31.5_-18.0,3,2025,3,Diminution,89.5,0.9,89.5,9.6,Diminution,True
z_31.5_-18.0,4,2025,4,Diminution,85.4,1.4,85.4,13.2,Diminution,True
z_31.5_-18.0,6,2025,6,Diminution,64.1,7.5,64.1,28.4,Diminution,True
z_31.5_-18.0,7,2025,7,Diminution,75.8,4.2,75.8,20.0,Diminution,True
z_31.5_-18.0,9,2025,9,Diminution,87.1,1.5,87.1,11.4,Diminution,True
z_31.5_-18.0,10,2025,10,Diminution,58.1,10.5,58.1,31.5,Diminution,True
z_31.5_-18.0,11,2025,11,Diminution,88.4,1.5,88.4,10.2,Diminution,True
z_31.5_31.5,1,2023,1,Diminution,84.1,2.5,84.1,13.4,Diminution,True
z_31.5_31.5,2,2023,2,Diminution,61.3,5.4,61.3,33.3,Diminution,True
z_31.5_31.5,3,2023,3,Diminution,57.8,7.0,57.8,35.2,Diminution,True
z_31.5_31.5,1,2024,1,Diminution,84.1,2.5,84.1,13.4,Diminution,True
z_31.5_31.5,2,2024,2,Diminution,61.3,5.4,61.3,33.3,Diminution,True
z_31.5_31.5,3,2024,3,Diminution,60.0,7.0,60.0,33.0,Diminution,True
z_31.5_31.5,1,2025,1,Diminution,84.1,2.5,84.1,13.4,Diminution,True
z_31.5_31.5,2,2025,2,Diminution,61.3,5.4,61.3,33.3,Diminution,True
z_31.5_31.5,3,2025,3,Diminution,65.4,6.9,65.4,27.7,Diminution,True
z_33.0_-13.5,4,2023,4,Diminution,75.2,3.8,75.2,21.0,Diminution,True
z_33.0_-13.5,12,2023,12,Diminution,79.1,4.0,79.1,16.9,Diminution,True
z_33.0_-13.5,4,2024,4,Diminution,86.3,1.6,86.3,12.2,Diminution,True
z_33.0_-13.5,12,2024,12,Diminution,87.6,1.6,87.6,10.8,Diminution,True
z_33.0_-13.5,4,2025,4,Diminution,86.3,1.6,86.3,12.2,Diminution,True
z_33.0_-13.5,12,2025,12,Diminution,87.6,1.6,87.6,10.8,Diminution,True
z_33.0_-9.0,1,2023,1,Diminution,57.0,8.0,57.0,35.0,Diminution,True
z_33.0_-9.0,2,2023,2,Diminution,59.6,6.4,59.6,34.0,Diminution,True
z_33.0_-9.0,3,2023,3,Diminution,63.0,7.8,63.0,29.1,Diminution,True
z_33.0_-9.0,4,2023,4,Diminution,58.5,9.8,58.5,31.7,Diminution,True
z_33.0_-9.0,5,2023,5,Diminution,79.6,3.6,79.6,16.8,Diminution,True
z_33.0_-9.0,7,2023,7,Diminution,60.4,8.2,60.4,31.5,Diminution,True
z_33.0_-9.0,10,2023,10,Diminution,64.3,8.3,64.3,27.4,Stable,False
z_33.0_-9.0,11,2023,11,Diminution,50.2,12.5,50.2,37.3,Diminution,True
z_33.0_-9.0,12,2023,12,Diminution,64.3,9.4,64.3,26.2,Diminution,True
z_33.0_-9.0,1,2024,1,Diminution,50.6,11.5,50.6,37.9,Stable,False
z_33.0_-9.0,2,2024,2,Diminution,57.7,8.2,57.7,34.2,Diminution,True
z_33.0_-9.0,3,2024,3,Diminution,57.0,9.2,57.0,33.9,Diminution,True
z_33.0_-9.0,4,2024,4,Diminution,47.1,14.3,47.1,38.6,Diminution,True
z_33.0_-9.0,5,2024,5,Diminution,79.6,3.6,79.6,16.8,Diminution,True
z_33.0_-9.0,7,2024,7,Diminution,50.3,13.8,50.3,35.8,Diminution,True
z_33.0_-9.0,10,2024,10,Diminution,60.0,8.1,60.0,31.9,Diminution,True
z_33.0_-9.0,11,2024,11,Diminution,57.2,10.1,57.2,32.6,Diminution,True
z_33.0_-9.0,12,2024,12,Diminution,67.5,5.2,67.5,27.3,Diminution,True
z_33.0_-9.0,1,2025,1,Diminution,57.0,8.0,57.0,35.0,Diminution,True
z_33.0_-9.0,2,2025,2,Diminution,59.6,6.4,59.6,34.0,Diminution,True
z_33.0_-9.0,3,2025,3,Diminution,63.0,7.8,63.0,29.1,Diminution,True
z_33.0_-9.0,4,2025,4,Diminution,58.5,9.8,58.5,31.7,Diminution,True
z_33.0_-9.0,5,2025,5,Diminution,79.6,3.6,79.6,16.8,Diminution,True
z_33.0_-9.0,7,2025,7,Diminution,60.4,8.2,60.4,31.5,Augmentation,False
z_33.0_-9.0,10,2025,10,Stable,42.9,15.5,41.6,42.9,Diminution,False
z_33.0_-9.0,11,2025,11,Diminution,49.5,13.3,49.5,37.2,Diminution,True
z_33.0_-9.0,12,2025,12,Diminution,70.2,4.9,70.2,24.9,Diminution,True
z_33.0_10.5,1,2023,1,Diminution,87.6,1.5,87.6,10.9,Diminution,True
z_33.0_10.5,1,2024,1,Diminution,87.6,1.5,87.6,10.9,Diminution,True
z_33.0_10.5,1,2025,1,Diminution,87.6,1.5,87.6,10.9,Diminution,True
z_33.0_18.0,7,2023,7,Diminution,85.5,1.7,85.5,12.8,Diminution,True
z_33.0_18.0,7,2024,7,Diminution,85.5,1.7,85.5,12.8,Diminution,True
z_33.0_18.0,7,2025,7,Diminution,85.5,1.7,85.5,12.8,Diminution,True
z_33.0_25.5,5,2023,5,Diminution,86.5,1.4,86.5,12.1,Diminution,True
z_33.0_25.5,5,2024,5,Diminution,86.5,1.4,86.5,12.1,Stable,False
z_33.0_25.5,5,2025,5,Diminution,73.2,3.0,73.2,23.8,Diminution,True
z_34.5_-1.5,1,2023,1,Diminution,87.8,1.7,87.8,10.5,Diminution,True
z_34.5_-1.5,3,2023,3,Diminution,87.5,1.5,87.5,11.0,Diminution,True
z_34.5_-1.5,5,2023,5,Diminution,86.3,1.5,86.3,12.2,Diminution,True
z_34.5_-1.5,6,2023,6,Diminution,88.2,1.1,88.2,10.7,Stable,False
z_34.5_-1.5,7,2023,7,Diminution,74.1,3.2,74.1,22.8,Diminution,True
z_34.5_-1.5,9,2023,9,Diminution,71.4,3.6,71.4,25.0,Diminution,True
z_34.5_-1.5,1,2024,1,Diminution,87.8,1.7,87.8,10.5,Diminution,True
z_34.5_-1.5,3,2024,3,Diminution,87.5,1.5,87.5,11.0,Diminution,True
z_34.5_-1.5,5,2024,5,Diminution,86.3,1.5,86.3,12.2,Diminution,True
z_34.5_-1.5,6,2024,6,Diminution,78.5,2.9,78.5,18.7,Diminution,True
z_34.5_-1.5,7,2024,7,Diminution,85.9,1.8,85.9,12.3,Diminution,True
z_34.5_-1.5,9,2024,9,Diminution,87.5,1.8,87.5,10.7,Diminution,True
z_34.5_-1.5,1,2025,1,Diminution,87.8,1.7,87.8,10.5,Diminution,True
z_34.5_-1.5,3,2025,3,Diminution,87.5,1.5,87.5,11.0,Diminution,True
z_34.5_-1.5,5,2025,5,Diminution,86.3,1.5,86.3,12.2,Diminution,True
z_34.5_-1.5,6,2025,6,Diminution,73.4,6.7,73.4,19.8,Diminution,True
z_34.5_-1.5,7,2025,7,Diminution,85.9,1.8,85.9,12.3,Diminution,True
z_34.5_-1.5,9,2025,9,Diminution,87.5,1.8,87.5,10.7,Diminution,True
z_34.5_-10.5,3,2023,3,Diminution,87.6,1.4,87.6,11.1,Diminution,True
z_34.5_-10.5,11,2023,11,Diminution,89.2,1.4,89.2,9.4,Diminution,True
z_34.5_-10.5,3,2024,3,Diminution,87.6,1.4,87.6,11.1,Stable,False
z_34.5_-10.5,11,2024,11,Diminution,89.2,1.4,89.2,9.4,Diminution,True
